"","Title","count","Category"
"904","COMM AND NETWORK TCHL SUPV 1","4",""
"924","COMPUTER OPR SR","4",""
"941","CONST INSP ASC","4",""
"944","CONST PROJECT MGR ASC","4",""
"946","CONST PROJECT MGR SR","4",""
"1034","CUSTODIAN SR SUPV NEX","4",""
"1044","CYTO TCHNO PD","4",""
"1049","DATA ANALYSIS MGR 1","4",""
"1064","DATABASE ADM 1","4",""
"1070","DATABASE TECHNICIAN","4",""
"1081","DECISION SUPP MGR 3","4",""
"1082","DECISION SUPP MGR 4","4",""
"1101","DEPUTY GEN COUNSEL","4",""
"1103","DESIGN AND CONST MGR 2","4",""
"1117","DEV TCHN 1","4",""
"1157","DIVISIONAL DEAN","4",""
"1168","ECHOCARDIOGRAPHIC TCHN PRN","4",""
"1171","EDITOR AST","4",""
"1174","EDUC FAC PLNR","4",""
"1175","EDUC FAC PLNR PRN","4",""
"1184","EDUCATOR (WOS)","4",""
"1225","ELECTRN OPR 3","4",""
"1237","EMBRYOLOGIST 4","4",""
"1240","EMERGENCY MED TCHN","4",""
"1252","EMPLOYEE REL REPR 2","4",""
"1282","ENGR PRN","4",""
"1289","ENTERPRISE RISK MGR 3","4",""
"1356","FAC MGT SPEC 4 GF","4",""
"1364","FAC PROJECT MGT SPEC 3 GF","4",""
"1367","FAC PROJECT SUPV 2","4",""
"1372","FACULTY ADMIN TRANSITION LV-AY","4",""
"1380","FARM MACH MECH","4",""
"1387","FEDERAL GOVT REL PROFL 3","4",""
"1411","FINANCIAL AID SUPV 1","4",""
"1425","FINANCIAL ANL SUPV 2 GF","4",""
"1448","FIRE SPEC 1 56 HRS","4",""
"1452","FIRST OFCR","4",""
"1611","HOME HEALTH SUPV 2","4",""
"1633","HOSP LAB TCHN 4 SUPV EX","4",""
"1686","HVAC-R","4",""
"1755","IONM TCHNO","4",""
"1756","IONM TCHNO SR","4",""
"1777","IT ARCHITECT MGR 2","4",""
"1813","KEY ENTRY OPR","4",""
"1876","LEGAL SECR SR","4",""
"1947","MAMMOGRAPHY TCHNO LD","4",""
"1948","MAMMOGRAPHY TCHNO PD","4",""
"1962","MARINE TCHN 3 NEX","4",""
"2091","MGD CARE MGR 4","4",""
"2126","MUSEUM PREPARATOR SR","4",""
"2155","NTRTN AND DIETARY HC MGR 2","4",""
"2205","OMBUDSPERSON 2","4",""
"2238","ORTHOPEDIC TCHN PRN","4",""
"2263","PARKING OPS ENFORCEMENT SUPV 2","4",""
"2272","PAT ACCESS SVC MGR 2","4",""
"2323","PAT REL SUPV 2","4",""
"2352","PAYROLL MGR 2","4",""
"2368","PERFUSIONIST SR PD NEX","4",""
"2419","PHYS PLT MECH 2","4",""
"2496","POLYSOMNOGRAPHY TCHNO","4",""
"2499","POLYSOMNOGRAPHY TCHNO SR PD","4",""
"2503","POPULATION HEALTH SPEC 3","4",""
"2620","PROSPECT RSCH MGR 1","4",""
"2642","PSYCHOMETRIST SR","4",""
"2680","PUBLICATIONS MGR","4",""
"2714","QLTY IMPV HC SPEC 5","4",""
"2717","RAD THER MGR 1","4",""
"2728","RADLG EQUIP SPEC SR","4",""
"2752","REAL ESTATE OFCR 2","4",""
"2822","REGISTRAR SUPV 1","4",""
"2825","REGL AND CMPLNC HC MGR 2","4",""
"2826","REGL AND CMPLNC HC MGR 3","4",""
"2839","REHAB AID 1 PD","4",""
"2843","REHAB SVC MGR 2","4",""
"2853","REIMB HC ANL 5","4",""
"2865","REPROGRAPHICS TCHN SR","4",""
"2866","RES SCRIPPS-AY","4",""
"2917","REVENUE CYCLE HC MGR 4","4",""
"2924","RISK MGT HC PROFL 3","4",""
"2957","RSCH GNT PRG MGR 2","4",""
"2962","RSCH GNT PRG OFCR 5","4",""
"3025","SOCIAL WORKER 2","4",""
"3053","SPIRITUAL CARE HC SUPV 2","4",""
"3077","STAGE HELPER","4",""
"3167","STDT LIFE DEV MGR 4","4",""
"3225","STRAT SOURCING MGR 1","4",""
"3293","SYS OPR LD","4",""
"3300","SYSWIDE BUDGET ANL 4","4",""
"3303","TAX CMPLNC ANL 2","4",""
"3313","TCHL PROJECT MGT PROFL 3 GF","4",""
"3360","THEATER PROD SUPV SR NEX","4",""
"3363","THIRD ENGR AST","4",""
"3364","THIRD OFCR BOAT OPR 2","4",""
"3377","TRANSLATOR NONTECHNICAL","4",""
"3384","TRANSPLANT MGR 2","4",""
"3389","TRAVEL RESERVATIONIST 3","4",""
"85","ACT LECT PSOE-AY-B/E/E","3","Teaching Track"
"1864","LECT SOE-HCOMP","3","Teaching Track"
"260","APPLICATIONS PROGM MGR 3","3","Staff"
"264","APPLICATIONS PROGR 3 GF","3","Staff"
"268","ARCHITECT SR","3","Staff"
"271","ARCHITECTURAL ASC PRN","3","Staff"
"476","AUDITOR 1","3","Staff"
"480","AUDITOR PRN","3","Staff"
"488","AUTO TCHN SUPV","3","Staff"
"530","BENEFITS SUPV 1","3","Staff"
"566","BROADCAST COMM SPEC 1","3","Staff"
"569","BROADCAST COMM SPEC 4","3","Staff"
"580","BUS DEV HC PROFL 3","3","Staff"
"597","BUS SYS ANL MGR 3","3","Staff"
"602","BUS TCHL SUPP MGR 2","3","Staff"
"609","BUYER 2","3","Staff"
"612","BUYER 5","3","Staff"
"636","CAREER SVC MGR 3","3","Staff"
"640","CAREER SVC SPEC 5","3","Staff"
"665","CEMENT MASON","3","Staff"
"778","CLIN LAB SHS MGR 1","3","Staff"
"799","CLIN NURSE SHS SUPV 2","3","Staff"
"863","CMTY HEALTH OUTR PROFL 4","3","Staff"
"958","CONTRACT ADMSTN MGR 2","3","Staff"
"1011","CURATORIAL MGR 3","3","Staff"
"1235","ELEVATOR MECH LD","3","Staff"
"1680","HS CLIN PROF-SFT-VM","3","Staff"
"1720","INSP PLNR EST SR NEX","3","Staff"
"2119","MUSEUM EDUC MGR 1","3","Staff"
"2120","MUSEUM EDUC SUPV 1","3","Staff"
"2206","OMBUDSPERSON 3","3","Staff"
"2248","PAINTER WORKER LD","3","Staff"
"2359","PERF ARTS MGR 3","3","Staff"
"2378","PEST CNTRL OPR","3","Staff"
"2412","PHOTOGRAPHER SR","3","Staff"
"2481","PLUMBER PIPEFITTER WORKER LD","3","Staff"
"2618","PROJECTIONIST","3","Staff"
"2619","PROJECTIONIST SR","3","Staff"
"2654","PUBL EDUC MGR 1","3","Staff"
"2802","RECYCLING REFUSE SVC SUPV 1","3","Staff"
"3057","SPRINKLER FITTER","3","Staff"
"3206","STF PHARMACIST 1 EX","3","Staff"
"3242","STY ENGR WORKER LD","3","Staff"
"3283","SYS ADMSTN MGR 3","3","Staff"
"3504","WARDROBE TCHN PRN","3","Staff"
"3511","WIPER OPR 1","3","Staff"
"326","ASSOC PROF IN RES-AY","3","Senate"
"335","ASSOC PROF-AY-1/9","3","Senate"
"426","ASST UNIV LIBRARIAN","3","Senate"
"1883","LIBRARIAN","3","Senate"
"2763","RECALLED PROFESSOR OF LAW","3","Senate"
"404","ASST PROJ SCI-FY-B/E/E NON REP","3","Research Staff"
"1819","LAB GLASSBLOWER PRN","3","Research Staff"
"3258","SURVEY RESEARCHER 4","3","Research Staff"
"196","AGRON AES-SFT-VM","3","Research"
"348","ASSOC RES SCRIPPS-AY","3","Research"
"379","ASST AGRON AES-AY-B/E/E","3","Research"
"382","ASST COORD PUBLIC PROG","3","Research"
"2876","RES-LR SCL-AY-B/E/E","3","Research"
"3032","SPECIALIST (WOS)","3","Research"
"3473","VIS PROJ SCIENTIST NEX","3","Research"
"1674","HS CLIN INSTR-AY","3","Non-Senate"
"2583","PROFESSOR OF LAW (NON-TENURE)","3","Non-Senate"
"621","CARDIOVASCULAR MGR 1","3","Med Center"
"630","CARE MGR 2","3","Med Center"
"631","CARE MGR 3","3","Med Center"
"671","CFO HEALTH SYS AND CAMPUS","3","Med Center"
"683","CHF NURSE OFCR","3","Med Center"
"734","CLIN DOC MGR 2","3","Med Center"
"745","CLIN ENGR MGR 1","3","Med Center"
"746","CLIN ENGR MGR 2","3","Med Center"
"770","CLIN LAB MGR 3","3","Med Center"
"790","CLIN NURSE EDUC 3 GF","3","Med Center"
"793","CLIN NURSE EDUC MGR 1","3","Med Center"
"809","CLIN PROFL SVC MGR 2","3","Med Center"
"810","CLIN PROFL SVC MGR 3","3","Med Center"
"844","CLINICIAN SCHED UNSCHED","3","Med Center"
"845","CMO MED CTR","3","Med Center"
"1573","HEALTH INFO CODER 1","3","Med Center"
"1589","HEALTH PROFNS EDUC SPEC 5","3","Med Center"
"2011","MED CTR ELECTR TCHN","3","Med Center"
"2013","MED CTR ELECTR TCHN SR","3","Med Center"
"2038","MED CTR STOREKEEPER SR LD","3","Med Center"
"2049","MED LIBRARY HC PROFL 4","3","Med Center"
"2050","MED OFC SVC CRD 1","3","Med Center"
"2063","MED STF SVC MGR 1","3","Med Center"
"2161","NUC MED TCHNO CHF ASC","3","Med Center"
"2167","NURSE ANESTHETIST MGR 1","3","Med Center"
"441","ATH MGR 3","3","Athletics"
"442","ATH MGR 3 PAC12","3","Athletics"
"444","ATH MGR 4 PAC12","3","Athletics"
"459","ATH TRAINER 4","3","Athletics"
"36","ACADEMIC ASST TO CHANC","3","Admin Staff"
"1493","FUNDRAISER 1 NEX","3","Admin Staff"
"1835","LABOR REL MGR 3","3","Admin Staff"
"27","ACADEMIC ADMINISTRATOR I","3","Admin"
"315","ASSOC DIRECTOR","3","Admin"
"673","CHAIR-SEN ASMBLY&ACADEMIC CNCL","3","Admin"
"3434","VC IT","3","Admin"
"26","ACAD PRG MGT SUPV 2","3","Acad Staff"
"652","CART CAPTIONIST PD","3","Acad Staff"
"3143","STDT DISABILITY SUPV 1","3","Acad Staff"
"61","ACCOUNTANT I","3",""
"93","ACUPUNCTURIST 3 GF","3",""
"177","ADVOCACY MGR 1","3",""
"205","ALUMNI EXTERNAL REL SPEC 4 GF","3",""
"227","ANATOMICAL SVC MGR 1","3",""
"279","ARTS AND LECTURES MGR","3",""
"660","CASE MGT HC MGR 3","3",""
"878","CNSLNG PSYCHOLOGIST 3","3",""
"887","CODER PD","3",""
"902","COMM AND NETWORK TCHL MGR 2","3",""
"908","COMM MGR 3","3",""
"925","COMPUTER OPS SUPV SR","3",""
"986","COUNSEL 2","3",""
"1005","CTRL SVC TCHN 2 PD","3",""
"1017","CUSTODIAL HC MGR 2","3",""
"1056","DATA SYS ANL 3 GF","3",""
"1088","DELIVERY WORKER","3",""
"1096","DENTIST SHS SUPV 2","3",""
"1098","DEPARTMENT CHAIR","3",""
"1102","DESIGN AND CONST MGR 1","3",""
"1122","DIALYSIS ME TCHN 2 PD","3",""
"1123","DIALYSIS PROFL 4","3",""
"1125","DIETETIC AST PD","3",""
"1135","DIETITIAN SR SUPV","3",""
"1149","DIRECTOR III","3",""
"1189","EEG TCHNO SR PD","3",""
"1192","EEO REPR 2","3",""
"1193","EEO REPR 3","3",""
"1195","EEO REPR 5","3",""
"1219","ELECTR TCHN SR SUPV","3",""
"1226","ELECTRN SPEC","3",""
"1233","ELEVATOR MECH APPR","3",""
"1238","EMBRYOLOGIST 4 GF","3",""
"1268","ENERGY MGR 1","3",""
"1275","ENERGY MGT ANL 5","3",""
"1276","ENERGY MGT SUPV 2","3",""
"1277","ENGR AID","3",""
"1283","ENGR SPEC 2","3",""
"1291","ENTERPRISE RISK MGT ANL 1","3",""
"1296","ENTERPRISE RISK SUPV 2","3",""
"1300","ETHICS AND CMPLNC MGR 2","3",""
"1309","EVENTS MGR 2","3",""
"1344","FAC MAINT SUPV","3",""
"1374","FACULTY ADVISOR","3",""
"1376","FACULTY ASST TO PROVOST/DEAN","3",""
"1383","FARM MAINT WORKER","3",""
"1446","FIRE FIGHTER STDT RSDT SR","3",""
"1447","FIRE MECH","3",""
"1458","FLD WK CONSULT-FY-CONTINUING","3",""
"1466","FLOORING INSTALLER LD","3",""
"1512","GENERAL SVC OTHER SUPV 1","3",""
"1516","GENETIC CNSLR 1 NEX","3",""
"1524","GEOGRAPHIC INFO SYS PROGR 4","3",""
"1529","GI ENDOSCOPY TCHN 2 PD","3",""
"1534","GOVT REL MGR 1","3",""
"1650","HR ANL 2","3",""
"1690","HVY OFFROAD EQUIP MECH","3",""
"1766","IRRIGATION AST SUPV","3",""
"1773","IT ARCHITECT 3 GF","3",""
"1793","JR SPECIALIST NEX NON REP","3",""
"1800","K TO 12 EDUCATOR MGR 1","3",""
"1814","KEY ENTRY OPR LD","3",""
"1900","LIBRARY MGR 3","3",""
"1908","LIFT TEAM TCHN LD 3","3",""
"1914","LOAN ORIGINATION OFCR 2","3",""
"1915","LOAN ORIGINATION OFCR 3","3",""
"1922","LOCKSMITH 2","3",""
"1924","LOCKSMITH SPEC","3",""
"1938","MAIL SVC SUPV","3",""
"1953","MARINE COOK 3","3",""
"1958","MARINE TCHN 1","3",""
"1980","MATERIALS MGT HC MGR 2","3",""
"1984","MATERIALS MGT HC SPEC 4","3",""
"2072","MEDIA COMM MGR 2","3",""
"2081","MEETING ROOM CAPTAIN 3 A","3",""
"2089","MGD CARE MGR 2","3",""
"2093","MGD CARE SPEC 3","3",""
"2096","MGD CARE SUPV 2","3",""
"2112","MISC (TEMP HELP)","3",""
"2132","MUSIC THER EX","3",""
"2142","NEURO TCHNO PRN","3",""
"2145","NEURODIAGNOSTIC SVC MGR 1","3",""
"2257","PARKING AND TRANSPORT MGR 3","3",""
"2315","PAT REL MGR 1","3",""
"2324","PAT SFTY MGR 1","3",""
"2325","PAT SFTY PROFL 3","3",""
"2326","PAT SFTY PROFL 4","3",""
"2334","PAT SUPP SVC MGR 1","3",""
"2342","PATENT ADVISOR 3","3",""
"2350","PAYROLL ANL 5","3",""
"2363","PERFUSIONIST PD","3",""
"2365","PERFUSIONIST PRN NEX","3",""
"2442","PHYS THER AST PD","3",""
"2447","PHYSCN AST SUPV 2","3",""
"2461","PIANO TCHN","3",""
"2462","PLATFORM OPR 2","3",""
"2472","PLNR SR","3",""
"2482","PLUMBER SPEC","3",""
"2483","PLUMBER SUPV","3",""
"2501","POPULATION HEALTH MGR 2","3",""
"2524","PRIN ADMINISTRATIVE ANALYST","3",""
"2530","PRIVACY AND CMPLNC HC PROFL 5","3",""
"2533","PRIVATE EQUITY INV OFCR","3",""
"2543","PROCUREMENT MGR 2","3",""
"2558","PRODUCT DEV MGR 2","3",""
"2559","PRODUCT DEV PROFL 2","3",""
"2588","PROFL ENGR MGR 1","3",""
"2626","PROSTHETIST ORTHOTIST","3",""
"2627","PROSTHETIST ORTHOTIST AST","3",""
"2629","PROVIDER ENROLLMENT PROFL 3","3",""
"2664","PUBL EQUITY INV OFCR","3",""
"2679","PUBL SFTY DISPATCHER SUPV","3",""
"2703","QA RELEASE MGT SUPV 2","3",""
"2731","RADLG SVC MGR 2","3",""
"2768","RECORDS ANL 4","3",""
"2775","RECR MGR 2","3",""
"2785","RECR PRG LEADER 4 BYA","3",""
"2795","RECR THER 2 EX","3",""
"2799","RECR THER 3 PD","3",""
"2812","REGISTRAR","3",""
"2817","REGISTRAR MGR 2","3",""
"2818","REGISTRAR MGR 3","3",""
"2852","REIMB HC ANL 4","3",""
"2855","REIMB HC MGR 2","3",""
"2921","RISK MGT HC MGR 2","3",""
"2985","SCRTY MGR 2","3",""
"2991","SECOND ENGR AST","3",""
"3040","SPEECH PATHOLOGIST 3","3",""
"3071","SRA 2 SUPV","3",""
"3081","STATE GOVT REL PROFL 4","3",""
"3082","STATE GOVT REL PROFL 5","3",""
"3084","STATISTICIAN AST","3",""
"3086","STATISTICIAN PRN SUPV","3",""
"3114","STDT ACAD SUPV 1","3",""
"3124","STDT AFFAIRS OFCR 2 SUPV","3",""
"3197","STEAM PLT SUPV","3",""
"3227","STRAT SOURCING MGR 3","3",""
"3237","STUDIO PROJECTIONIST","3",""
"3239","STUDIO PROJECTIONIST SR","3",""
"3251","SURGICAL CRD","3",""
"3270","SVC ENGR LD","3",""
"3295","SYSWIDE ACAD HR ANL 4","3",""
"3320","TCHN PRN SUPV","3",""
"3340","TECH SUPP ANL 3","3",""
"3341","TECH TRANSFER OFCR 1","3",""
"3385","TRANSPLANT MGR 3","3",""
"3387","TRAVEL MGT OFCR 3","3",""
"3440","VENDOR REL MGR 1","3",""
"3444","VENDOR REL SPEC 4","3",""
"3490","VOLUNTEER SVC MGR 1","3",""
"977","COORD FLD WK-FY-CONTINUING","2","Unit 18"
"3065","SR LECT-AY-1/9-CONTINUING","2","Unit 18"
"2","ABSOLUTE RETURNS INV DIR","2","Staff"
"3","ABSOLUTE RETURNS INV MGR 3","2","Staff"
"249","ANL 2 SUPV","2","Staff"
"471","AUDIT PROFL 1","2","Staff"
"505","BEH HEALTH PSYCHIATRIC MGR 2","2","Staff"
"521","BENEFITS MGR 2","2","Staff"
"523","BENEFITS PRG STRAT ANL 3","2","Staff"
"529","BENEFITS PRG STRAT MGR 4","2","Staff"
"532","BIBLIOGRAPHER 1","2","Staff"
"537","BIOINFORMATICS PROGR 3 GF","2","Staff"
"540","BIOINFORMATICS SUPV 2","2","Staff"
"561","BOAT ENGR","2","Staff"
"579","BUS DEV HC MGR 4","2","Staff"
"587","BUS INTEL SPEC 5","2","Staff"
"607","BUYER","2","Staff"
"613","BUYER 5 SUPV","2","Staff"
"615","CABINET MAKER","2","Staff"
"797","CLIN NURSE SHS MGR 1","2","Staff"
"803","CLIN OPS SHS ADM 4","2","Staff"
"848","CMPTL AND DATA SCI RSCH MGR 3","2","Staff"
"864","CMTY HEALTH OUTR SUPV 1","2","Staff"
"875","CNSLNG CTR MGR 1","2","Staff"
"959","CONTRACT ADMSTN SUPV 2","2","Staff"
"965","CONTRACTS AND GRANTS SUPV 2 GF","2","Staff"
"966","CONTROLLER","2","Staff"
"1191","EEO MGR 1","2","Staff"
"1250","EMPLOYEE REL MGR 2","2","Staff"
"1298","EQUIP OPS ENGR","2","Staff"
"1331","EXEC CHEF","2","Staff"
"1378","FACULTY RECRUITMENT ALLOW","2","Staff"
"1407","FINANCIAL AID MGR 3","2","Staff"
"1532","GLAZIER","2","Staff"
"1597","HIGH VOLT ELECTRN LD","2","Staff"
"1704","INFECTION PREVENTION MGR 1","2","Staff"
"1705","INFECTION PREVENTION MGR 2","2","Staff"
"1719","INSP PLNR EST NEX","2","Staff"
"1723","INSPECTION MGR 3","2","Staff"
"1740","INSULATION WORKER","2","Staff"
"1805","K to 14 ACAD PREP MGR 3","2","Staff"
"1937","MAIL SVC MGR 1","2","Staff"
"2458","PHYSCN SHS MGR 3","2","Staff"
"2545","PROCUREMENT MGR 4","2","Staff"
"2764","RECORDING TCHN","2","Staff"
"2844","REHAB SVC SHS MGR 1","2","Staff"
"2928","ROOFER LD","2","Staff"
"3420","USER EXP DESIGNER 5","2","Staff"
"3518","WRITTEN COMM MGR 1","2","Staff"
"78","ACT ASSOC PROF-HCOMP","2","Senate"
"322","ASSOC LAW LIBRARIAN","2","Senate"
"328","ASSOC PROF IN RES-FY","2","Senate"
"330","ASSOC PROF IN RES-SFT-VM","2","Senate"
"338","ASSOC PROF-FY-B/E/E","2","Senate"
"368","ASSOCIATE LAW LIBRARIAN","2","Senate"
"2569","PROF IN RES-SFT-VM","2","Senate"
"306","ASSOC ADJ PROF-SFT-VM","2","Research"
"308","ASSOC AGRON AES-AY-B/E/E","2","Research"
"309","ASSOC AGRON AES-B/E/E","2","Research"
"342","ASSOC PROJ SCI-FY-B/E/E NONREP","2","Research"
"356","ASSOC RES-LR SCL-AY-1/9-B/E/E","2","Research"
"409","ASST RES (WOS)","2","Research"
"2605","PROJ SCIENTIST-FY-B/E/E NEX","2","Research"
"2878","RESC MGR","2","Research"
"3458","VIS ASSOC PROJ SCIENTIST NEX","2","Research"
"375","ASST ADJ PROF-FY-B/E/E","2","Non-Senate"
"377","ASST ADJ PROF-SFT-VM","2","Non-Senate"
"1669","HS ASSOC CLIN PROF-SFT-VM","2","Non-Senate"
"3456","VIS ASSOC PROF-HCOMP","2","Non-Senate"
"3471","VIS PROF-HCOMP","2","Non-Senate"
"3501","VST ASSOC PROFESSOR-AY-1/9TH","2","Non-Senate"
"3502","VTG PROF OF LAW","2","Non-Senate"
"217","AMBUL CARE ADMSTN MGR 4","2","Med Center"
"223","AMBUL CARE PAT MGR 3","2","Med Center"
"229","ANES OR CLIN SUPP MGR 1","2","Med Center"
"231","ANES OR CLIN SUPP SUPV 2","2","Med Center"
"236","ANESTHESIA TCHN LD","2","Med Center"
"623","CARDIOVASCULAR MGR 3","2","Med Center"
"624","CARDIOVASCULAR SUPV 1","2","Med Center"
"722","CLIN APPLICATIONS MGR 3","2","Med Center"
"742","CLIN ENGR 3 GF","2","Med Center"
"748","CLIN ENGR SUPV 1","2","Med Center"
"750","CLIN IMG IT MGR 1","2","Med Center"
"779","CLIN LAB SHS SUPV 2","2","Med Center"
"814","CLIN REGIS ANL 4","2","Med Center"
"815","CLIN REGIS MGR 1","2","Med Center"
"1578","HEALTH INFO MGT MGR 2","2","Med Center"
"1579","HEALTH INFO MGT MGR 3","2","Med Center"
"1585","HEALTH PROFNS EDUC MGR 3","2","Med Center"
"2001","MED CTR COOK AST","2","Med Center"
"2009","MED CTR DEV TCHN 2","2","Med Center"
"2025","MED CTR LAB MECHN HELPER","2","Med Center"
"2027","MED CTR LAB MECHN SR","2","Med Center"
"2029","MED CTR PARKING REPR LD","2","Med Center"
"2031","MED CTR SCRTY OFCR PD","2","Med Center"
"2069","MED STF SVC SUPV 2","2","Med Center"
"2158","NUC MED MGR 1","2","Med Center"
"2169","NURSE ANESTHETIST SUPV 2 NEX","2","Med Center"
"2177","NURSE PRACT SHS SUPV 2","2","Med Center"
"2179","NURSE PRACT SUPV 2 EX","2","Med Center"
"2182","NURSE STF CRD PD","2","Med Center"
"453","ATH SUPV 1","2","Athletics"
"456","ATH TRAINER 1","2","Athletics"
"462","ATH TRAINING MGR 1","2","Athletics"
"3369","TRAINER 4 GF","2","Athletics"
"119","ADMIN AST 1","2","Admin Staff"
"297","ASSISTANT DEAN (STAFF)","2","Admin Staff"
"91","ACT/INTERIM VICE PROVOST","2","Admin"
"366","ASSOCIATE DIRECTOR (MGMT)","2","Admin"
"2514","PRESIDENT OF THE UNIV","2","Admin"
"3437","VC STRAT COMM","2","Admin"
"1732","INSTRUCTIONAL DESIGN MGR 1","2","Acad Staff"
"1739","INSTRUCTIONAL DESIGNER 5","2","Acad Staff"
"1895","LIBRARY BOOKBINDER","2","Acad Staff"
"1897","LIBRARY BOOKBINDER SR","2","Acad Staff"
"2815","REGISTRAR COLL SUPV 2","2","Acad Staff"
"3139","STDT DISABILITY MGR 2","2","Acad Staff"
"3163","STDT LEGAL SVC ADVISOR 4","2","Acad Staff"
"3190","STDT SVC MGR 3","2","Acad Staff"
"47","ACCELERATOR OPR PRN","2",""
"57","ACCOUNTANT 3 SUPV","2",""
"60","ACCOUNTANT AST","2",""
"63","ACCOUNTANT SUPV","2",""
"71","ACCOUNTING TECHNICIAN","2",""
"73","ACQUISITIONS EDITOR 4","2",""
"137","ADMIN OFCR 3 GF","2",""
"146","ADMINISTRATIVE ANALYST","2",""
"148","ADMINISTRATIVE SPECIALIST","2",""
"160","ADMISSIONS RECRMT SPEC 5","2",""
"176","ADV PRACTICE MGR 3","2",""
"274","ART THERAPIST","2",""
"277","ARTIST PRN SUPV","2",""
"280","ARTS AND LECTURES SUPV","2",""
"421","ASST SPECIALIST (WOS)","2",""
"424","ASST SPECIALIST NON REP","2",""
"617","CAMPUS OMBUDSPERSON","2",""
"619","CAPITAL MARKETS FIN OFCR 3","2",""
"649","CARPENTER SPEC","2",""
"650","CARPENTER SUPV","2",""
"677","CHARGE DESC ANL 3","2",""
"678","CHARGE DESC ANL 4","2",""
"701","CHILD DEV DEMO LECT-CONTINUING","2",""
"702","CHILD LIFE MGR 1","2",""
"710","CHILD LIFE SUPV 2","2",""
"886","CODER","2",""
"888","COGEN INSTRUMENT CNTRL TCHN","2",""
"922","COMPUTER LAB ASSISTANT","2",""
"928","COMPUTER SUPPORT SPECIALIST","2",""
"945","CONST PROJECT MGR PRN","2",""
"999","CTRL STERILE MGR 2","2",""
"1015","CURRICULUM PLNR 4","2",""
"1021","CUSTODIAL MGR 2","2",""
"1037","CUSTOMER SVC MGR 2","2",""
"1062","DATA SYS MGR 4","2",""
"1083","DECISION SUPP SPEC 2","2",""
"1095","DENTIST AST","2",""
"1104","DESIGN AND CONST MGR 3","2",""
"1106","DESIGN AND CONST MGT SPEC 2","2",""
"1107","DESIGN AND CONST MGT SPEC 3","2",""
"1108","DESIGN AND CONST MGT SPEC 4","2",""
"1116","DEV ENGR SR SUPV","2",""
"1129","DIETITIAN 2 SUPV","2",""
"1154","DISABLED STUDENTS/ADMIN ASSIST","2",""
"1161","DOSIMETRY SUPV 2","2",""
"1186","EEG TCHNO PD","2",""
"1222","ELECTRN APPR","2",""
"1229","ELECTROCARDIOGRAPH TCHN","2",""
"1271","ENERGY MGT ANL 2","2",""
"1284","ENGR SR","2",""
"1297","EQUIP OPR","2",""
"1302","ETHICS AND CMPLNC PROFL 1","2",""
"1313","EVENTS SPEC 3 GF","2",""
"1370","FAC SUPV 2 GF","2",""
"1381","FARM MACH MECH AST","2",""
"1386","FEDERAL GOVT REL MGR 2","2",""
"1388","FEDERAL GOVT REL PROFL 5","2",""
"1430","FINANCIAL SVC ANL 4 GF","2",""
"1431","FINANCIAL SVC ANL 5","2",""
"1440","FIRE AND SCRTY SYS SUPV AST","2",""
"1442","FIRE CAPTAIN 40 HRS","2",""
"1470","FOOD SVC HC SUPV 2","2",""
"1472","FOOD SVC MECH AST","2",""
"1485","FOOD SVC SUPV PRN","2",""
"1508","GEN ACCOUNTANT 4 GF","2",""
"1515","GENETIC CNSLR 1 EX","2",""
"1520","GENETIC CNSLR 3 NEX","2",""
"1525","GEOGRAPHIC INFO SYS SUPV 2","2",""
"1536","GOVT REL MGR 3","2",""
"1544","GROUNDS SR SUPV EX","2",""
"1605","HOME HEALTH AIDE PD","2",""
"1607","HOME HEALTH MGR 2","2",""
"1610","HOME HEALTH NURSE PD","2",""
"1619","HOSP BLANK AID","2",""
"1646","HOUSE SHIFT ADMIN 4 NEX","2",""
"1681","HVAC AST SUPV","2",""
"1752","INV RISK DIR","2",""
"1754","INV RISK OFCR","2",""
"1771","IRRIGATION SUPV","2",""
"1780","IT SCRTY ANL 1","2",""
"1783","IT SCRTY ANL 3 GF","2",""
"1799","K TO 12 EDUCATOR 5","2",""
"1801","K TO 12 EDUCATOR MGR 2","2",""
"1851","LAUNDRY MACH OPR","2",""
"1854","LEAD ADMIN ASSIST / FAC SUPP","2",""
"1875","LEGAL SECR","2",""
"1888","LIBRARY ASSISTANT V","2",""
"1917","LOAN SVC ANL 2","2",""
"1935","MAIL PROCESSOR PRN","2",""
"1940","MAINT A LD","2",""
"1941","MAINT B LD","2",""
"1954","MARINE MECHN","2",""
"1965","MARKETING MGR 3","2",""
"1974","MARKETING SUPV 2 GF","2",""
"1981","MATERIALS MGT HC MGR 3","2",""
"1987","MECH SHOP SUPT","2",""
"2082","MEETING ROOM CAPTAIN 3 B","2",""
"2087","MENTAL HEALTH THER 2","2",""
"2088","MGD CARE MGR 1","2",""
"2102","MGT AND PROFL PRG UNTTL","2",""
"2111","MISC (STUDENT)","2",""
"2118","MUSEUM ATTENDANT","2",""
"2140","NETWORK & SYSTEMS ENGINEER","2",""
"2149","NON EVALUATED PSS EX","2",""
"2156","NTRTN AND DIETARY HC SUPV 1","2",""
"2199","OCCUPATIONAL THER 4","2",""
"2202","OCCUPATIONAL THER CERT AST 3","2",""
"2221","OPS ROOM SUPP AST PD","2",""
"2241","ORTHOPTIST SR","2",""
"2253","PARALEGAL MGR 1","2",""
"2255","PARALEGAL SPEC SR","2",""
